Chapter,Topic,Question,Equation,Answer
Equilibrium,Buffer Solutions,Find ratio of salt to acid for pH = 6 when pKa = 5.,pH = pKa + log ratio,Rearranging gives log ratio = 1 → ratio = 10. Thus salt concentration must be ten times acid concentration.
Equilibrium,Buffer Solutions,Calculate pH after adding small amount of HCl to buffer.,pH = pKa + log([salt−x]/[acid+x]),"HCl reacts with salt, decreasing [salt] and increasing [acid]. Since x is small, ratio changes slightly, so pH decreases slightly but buffer resists large change."
Equilibrium,Buffer Solutions,Calculate pH after adding NaOH to buffer.,pH = pKa + log([salt+x]/[acid−x]),"NaOH reacts with weak acid forming salt. Ratio increases slightly, causing small increase in pH."
Equilibrium,Buffer Solutions,Predict effect of dilution on buffer pH.,pH = pKa + log ratio,"Dilution reduces both concentrations equally, so ratio remains unchanged. Hence pH remains nearly constant."
Equilibrium,Buffer Solutions,Calculate pH when buffer components are doubled.,pH = pKa + log ratio,"If both acid and salt concentrations are multiplied equally, ratio remains same. Hence pH does not change, but buffer capacity increases."
Equilibrium,Buffer Solutions,Predict pH change when strong acid exceeds buffer capacity.,buffer failure,"If added acid is large enough to consume all conjugate base, buffer fails and pH drops sharply like normal solution."
Equilibrium,Buffer Solutions,Predict pH when strong base exceeds buffer capacity.,buffer failure,"If added base consumes all weak acid, buffer breaks and pH rises sharply."
Equilibrium,Buffer Solutions,Compare buffer capacity of two buffers with same ratio but different concentrations.,β ∝ concentration,Buffer with higher concentration has greater capacity because it can neutralize more acid/base without significant pH change.
Equilibrium,Buffer Solutions,Find pH range where buffer is effective.,pH = pKa ± 1,"Buffer works best when ratio of salt to acid lies between 0.1 and 10, corresponding to pKa ± 1 range."
Equilibrium,Buffer Solutions,Calculate pH of NH3–NH4Cl buffer.,pOH = pKb + log([salt]/[base]),"First calculate pOH using Henderson equation for base, then convert to pH using pH = 14 − pOH."
Equilibrium,Buffer Solutions,Predict effect of adding common ion to buffer.,HA ⇌ H+ + A−,"Adding common ion shifts equilibrium, slightly affecting ratio and stabilizing pH further."
Equilibrium,Buffer Solutions,Compare pH of two buffers with different pKa values.,pH ≈ pKa,Buffer with lower pKa has lower pH. Thus pKa determines acidic/basic nature of buffer.
Equilibrium,Buffer Solutions,Predict pH when ratio is extremely large.,pH = pKa + large value,"If ratio >> 10, buffer behaves like basic solution and buffering action is weak."
Equilibrium,Buffer Solutions,Predict pH when ratio is extremely small.,pH = pKa − large value,"If ratio << 0.1, buffer behaves like acidic solution and buffering action is weak."
Equilibrium,Buffer Solutions,Calculate pH of buffer after mixing two buffers.,pH = pKa + log(total salt/total acid,Total concentrations are added and ratio is recalculated to find new pH using Henderson equation.
Equilibrium,Buffer Solutions,Explain buffer action in biological systems.,H2CO3 ⇌ H+ + HCO3−,Bicarbonate buffer maintains blood pH around 7.4 by regulating CO2 and bicarbonate equilibrium.
Equilibrium,Buffer Solutions,Predict pH when temperature changes.,pH depends on pKa,"Since pKa changes with temperature, buffer pH also changes accordingly."
Equilibrium,Hydrolysis,What is hydrolysis of salt?,salt + H2O ⇌ acid + base,Hydrolysis of salt is the reaction of salt ions with water to produce acidic or basic solutions depending on nature of parent acid and base.
Equilibrium,Hydrolysis,Which salts undergo hydrolysis?,salt ⇌ ions,Salts of weak acids or weak bases undergo hydrolysis because their ions react with water to establish equilibrium.
Equilibrium,Hydrolysis,What is hydrolysis constant (Kh)?,Kh = equilibrium constant,Kh represents equilibrium constant for hydrolysis reaction of salt in water.
Equilibrium,Hydrolysis,What happens in salt of strong acid and strong base?,NaCl ⇌ Na+ + Cl−,"Such salts do not undergo hydrolysis because both ions are from strong electrolytes, so solution remains neutral."
Equilibrium,Hydrolysis,What happens in salt of weak acid and strong base?,CH3COO− + H2O ⇌ CH3COOH + OH−,"The anion hydrolyzes producing OH⁻ ions, making solution basic."
Equilibrium,Hydrolysis,What happens in salt of weak base and strong acid?,NH4+ + H2O ⇌ NH3 + H3O+,"The cation hydrolyzes producing H⁺ ions, making solution acidic."
Equilibrium,Hydrolysis,What happens in salt of weak acid and weak base?,NH4+ + CH3COO− ⇌ NH3 + CH3COOH,Both ions hydrolyze and pH depends on relative strengths of acid and base.
Equilibrium,Hydrolysis,Why NaCl solution is neutral?,NaCl → Na+ + Cl−,"Neither Na⁺ nor Cl⁻ reacts with water, so no H⁺ or OH⁻ is produced."
Equilibrium,Hydrolysis,Why CH3COONa solution is basic?,CH3COO− + H2O ⇌ CH3COOH + OH−,"Acetate ion reacts with water producing OH⁻ ions, increasing pH above 7."
Equilibrium,Hydrolysis,Why NH4Cl solution is acidic?,NH4+ + H2O ⇌ NH3 + H3O+,"Ammonium ion releases H⁺ through hydrolysis, making solution acidic."
Equilibrium,Hydrolysis,What determines pH of salt solution?,Ka vs Kb,"The relative strength of parent acid and base determines whether solution is acidic, basic, or neutral."
Equilibrium,Hydrolysis,What is degree of hydrolysis?,h = hydrolyzed/total,Degree of hydrolysis represents fraction of salt that undergoes hydrolysis.
Equilibrium,Hydrolysis,Effect of dilution on hydrolysis.,C ↓ → hydrolysis ↑,Dilution increases hydrolysis because equilibrium shifts toward product side.
Equilibrium,Hydrolysis,Effect of temperature on hydrolysis.,T ↑ → hydrolysis ↑,Hydrolysis generally increases with temperature as it is endothermic.
Equilibrium,Hydrolysis,What is hydrolysis equilibrium?,salt ⇌ hydrolyzed ions,Hydrolysis establishes equilibrium between salt ions and hydrolysis products.
Equilibrium,Hydrolysis,Why weak electrolyte salts hydrolyze?,weak acid/base ⇌ equilibrium,Weak acids/bases establish equilibrium allowing ions to react with water.
Equilibrium,Hydrolysis,What is relation between Kh and Kw?,Kh ∝ Kw,Hydrolysis constant depends on ionic product of water.
Equilibrium,Hydrolysis,Example of hydrolysis of CH3COONa.,CH3COO− + H2O ⇌ CH3COOH + OH−,This reaction produces OH⁻ ions making solution basic.
Equilibrium,Hydrolysis,Example of hydrolysis of NH4Cl.,NH4+ + H2O ⇌ NH3 + H3O+,This reaction produces H⁺ ions making solution acidic.
Equilibrium,Hydrolysis,What is significance of hydrolysis?,salt → pH change,Hydrolysis explains why some salts produce acidic or basic solutions.
Equilibrium,Hydrolysis,Derive hydrolysis constant for salt of weak acid and strong base.,Kh = Kw/Ka,"For a salt like CH3COONa, the anion reacts with water to form CH3COOH and OH−. Writing equilibrium expression and combining with Ka expression gives Kh = Kw/Ka. This shows hydrolysis increases when Ka is small (weak acid)."
Equilibrium,Hydrolysis,Derive hydrolysis constant for salt of weak base and strong acid.,Kh = Kw/Kb,"For a salt like NH4Cl, the cation reacts with water forming NH3 and H+. Using equilibrium relations and base dissociation constant, we get Kh = Kw/Kb. Smaller Kb means greater hydrolysis."
Equilibrium,Hydrolysis,Derive hydrolysis constant for salt of weak acid and weak base.,Kh = Kw/(Ka × Kb),"In salts like NH4CH3COO, both ions hydrolyze. Combining Ka and Kb relations leads to Kh = Kw/(Ka × Kb). This determines extent of hydrolysis."
Equilibrium,Hydrolysis,Derive pH of salt of weak acid and strong base.,pH = 7 + ½(pKa + log C),"The salt produces OH− ions. Using Kh and equilibrium concentration expressions, pOH is calculated first and then converted to pH. Result shows pH > 7 indicating basic nature."
Equilibrium,Hydrolysis,Derive pH of salt of weak base and strong acid.,pH = 7 − ½(pKb + log C),"The salt produces H+ ions. Using hydrolysis equilibrium, pH is derived showing acidic solution (pH < 7)."
Equilibrium,Hydrolysis,Derive pH of salt of weak acid and weak base.,pH = 7 + ½(pKa − pKb),"Here pH depends on relative strengths of acid and base. If pKa > pKb, solution is basic; otherwise acidic."
Equilibrium,Hydrolysis,Derive degree of hydrolysis for weak acid salt.,h = √(Kh/C),Degree of hydrolysis increases with dilution and depends on hydrolysis constant and concentration.
Equilibrium,Hydrolysis,Explain relation between Kh and h.,Kh = C h²,"Hydrolysis constant is related to degree of hydrolysis and initial concentration, allowing calculation of h."
Equilibrium,Hydrolysis,Explain effect of dilution on hydrolysis quantitatively.,h = √(Kh/C),"As concentration decreases, h increases, meaning hydrolysis is more pronounced in dilute solutions."
Equilibrium,Hydrolysis,Explain why hydrolysis increases with temperature.,T ↑ → Kh ↑,"Hydrolysis is generally endothermic, so increasing temperature increases Kh and extent of hydrolysis."
Equilibrium,Hydrolysis,Calculate pH of CH3COONa solution.,pH = 7 + ½(pKa + log C),"Since it is salt of weak acid and strong base, hydrolysis produces OH− making solution basic."
Equilibrium,Hydrolysis,Calculate pH of NH4Cl solution.,pH = 7 − ½(pKb + log C),"Since it is salt of weak base and strong acid, hydrolysis produces H+ making solution acidic."
Equilibrium,Hydrolysis,Calculate pH of NH4CH3COO solution.,pH = 7 + ½(pKa − pKb),"If Ka = Kb, solution is neutral (pH = 7); otherwise depends on difference."
Equilibrium,Hydrolysis,Explain common ion effect on hydrolysis.,salt ⇌ hydrolysis equilibrium,Addition of common ion suppresses hydrolysis because equilibrium shifts toward salt side.
Equilibrium,Hydrolysis,Explain hydrolysis constant relation with equilibrium.,Kh = Kw/Ka or Kw/Kb,Hydrolysis constant depends on strength of parent acid/base and ionic product of water.
Equilibrium,Hydrolysis,Explain pH variation with concentration.,pH ∝ log C,"pH depends logarithmically on concentration, so dilution affects pH gradually."
Equilibrium,Hydrolysis,Explain hydrolysis equilibrium shift.,salt ⇌ hydrolyzed products,"Equilibrium shifts based on concentration, temperature, and common ion presence."
Equilibrium,Hydrolysis,Explain hydrolysis in polyprotic salts.,H2A ⇌ H+ + HA−,Multiple hydrolysis steps may occur depending on number of acidic/basic groups.
Equilibrium,Hydrolysis,Explain importance of hydrolysis in pH control.,salt → pH change,Hydrolysis explains behavior of salts in solution and is crucial in buffer and biological systems.
Equilibrium,Hydrolysis,"Explain relation between Ka, Kb and hydrolysis.",Ka × Kb = Kw,Inverse relationship determines whether salt solution is acidic or basic.
Equilibrium,Hydrolysis,Derive hydrolysis constant (Kh) for salt of weak acid and strong base using equilibrium expressions.,Kh = Kw/Ka,"Consider salt AB where A⁻ is conjugate base of weak acid HA. The hydrolysis reaction is A⁻ + H2O ⇌ HA + OH⁻. Writing equilibrium constant Kh = [HA][OH⁻]/[A⁻]. From acid dissociation, Ka = [H⁺][A⁻]/[HA]. Multiplying Kh and Ka gives Kh × Ka = [H⁺][OH⁻] = Kw. Hence Kh = Kw/Ka. This shows hydrolysis is greater when Ka is small."
Equilibrium,Hydrolysis,Derive hydrolysis constant for salt of weak base and strong acid.,Kh = Kw/Kb,"For salt BH⁺ (conjugate acid of weak base), hydrolysis reaction is BH⁺ + H2O ⇌ B + H3O⁺. Writing Kh = [B][H⁺]/[BH⁺] and using base dissociation constant Kb = [BH⁺][OH⁻]/[B], multiplying Kh × Kb gives Kw. Hence Kh = Kw/Kb. Smaller Kb leads to greater hydrolysis."
Equilibrium,Hydrolysis,Derive hydrolysis constant for salt of weak acid and weak base.,Kh = Kw/(Ka × Kb),Both ions hydrolyze: BH⁺ + A⁻ ⇌ B + HA. Writing equilibrium expression and substituting Ka and Kb relations gives Kh = Kw/(Ka × Kb). This indicates hydrolysis depends on both acid and base strengths.
Equilibrium,Hydrolysis,Derive degree of hydrolysis (h) for salt of weak acid and strong base.,h = √(Kh/C),"Let initial concentration be C and degree of hydrolysis be h. At equilibrium, [A⁻] ≈ C(1−h), [OH⁻] ≈ Ch, [HA] ≈ Ch. Substituting into Kh expression gives Kh ≈ C h². Thus h = √(Kh/C), showing hydrolysis increases on dilution."
Equilibrium,Hydrolysis,Derive pH expression for salt of weak acid and strong base.,pH = 7 + ½(pKa + log C),"From hydrolysis, [OH⁻] = √(Kh × C). Substituting Kh = Kw/Ka gives [OH⁻] = √(KwC/Ka). Taking log and converting to pH gives final expression. This shows pH depends on both Ka and concentration."
Equilibrium,Hydrolysis,Derive pH expression for salt of weak base and strong acid.,pH = 7 − ½(pKb + log C),"Using similar derivation, [H⁺] = √(KwC/Kb). Taking logarithm and simplifying leads to pH expression. This confirms acidic nature of such salts."
Equilibrium,Hydrolysis,Derive pH expression for salt of weak acid and weak base.,pH = 7 + ½(pKa − pKb),"For such salts, hydrolysis depends on both Ka and Kb. After simplification, pH becomes independent of concentration and depends only on relative strengths of acid and base."
Equilibrium,Hydrolysis,Explain independence of pH from concentration in weak acid–weak base salt.,pH = 7 + ½(pKa − pKb,"In such salts, both ions hydrolyze equally. Concentration terms cancel out during derivation, making pH independent of initial concentration."
Equilibrium,Hydrolysis,Explain thermodynamic basis of hydrolysis.,ΔG = −RT ln Kh,"Hydrolysis constant is related to Gibbs free energy. A higher Kh corresponds to more spontaneous hydrolysis, linking equilibrium with thermodynamics."
Equilibrium,Hydrolysis,Explain effect of ionic strength on hydrolysis.,a = γC,"In real solutions, activity coefficients modify effective concentrations. Increased ionic strength changes γ, affecting hydrolysis extent slightly."
Equilibrium,Hydrolysis,Explain hydrolysis in polyprotic systems.,H2A ⇌ H+ + HA− ⇌ 2H+ + A2−,"Polyprotic salts may undergo stepwise hydrolysis depending on successive dissociation constants, making analysis more complex."
Equilibrium,Hydrolysis,Explain common ion effect quantitatively on hydrolysis.,Kh = C h²,"Adding common ion increases initial concentration, reducing h according to relation h = √(Kh/C), thus suppressing hydrolysis."
Equilibrium,Hydrolysis,Explain temperature dependence of hydrolysis constant.,ln Kh ∝ 1/T,"Hydrolysis is usually endothermic, so increasing temperature increases Kh and extent of hydrolysis."
Equilibrium,Hydrolysis,Explain hydrolysis equilibrium shift using Le Chatelier principle.,salt ⇌ hydrolyzed products,"Adding products or increasing concentration shifts equilibrium backward, reducing hydrolysis, while dilution shifts forward."
Equilibrium,Hydrolysis,Explain why hydrolysis is greater for weaker acids/bases.,Kh = Kw/Ka or Kw/Kb,"Smaller Ka or Kb leads to larger Kh, increasing hydrolysis. Thus weaker parent electrolytes show stronger hydrolysis."
Equilibrium,Hydrolysis,Explain hydrolysis in buffer systems.,salt + acid/base ⇌ equilibrium,Hydrolysis contributes to buffer action by establishing equilibrium between ions and weak electrolytes.
Equilibrium,Hydrolysis,Explain limitations of hydrolysis formulas.,approximation → valid when h small,"Derivations assume small degree of hydrolysis and neglect higher-order terms, so results are approximate for dilute solutions."
Equilibrium,Hydrolysis,Explain hydrolysis in concentrated solutions.,activity ≠ concentration,"At high concentrations, activity coefficients become significant, making simple formulas less accurate."
Equilibrium,Hydrolysis,Explain relation between hydrolysis and solubility.,salt ⇌ ions ⇌ hydrolysis,Hydrolysis can influence solubility by altering concentration of ions in solution.
Equilibrium,Hydrolysis,Explain significance of hydrolysis in real systems.,salt → pH control,"Hydrolysis is important in biological systems, environmental chemistry, and industrial processes where pH control is essential."
Equilibrium,Hydrolysis,Calculate pH of 0.1 M CH3COONa (Ka = 10⁻⁵).,pH = 7 + ½(pKa + log C),"For CH3COONa, pKa = 5 and C = 0.1 (log C = −1). Substituting gives pH = 7 + ½(5 − 1) = 7 + 2 = 9. This confirms basic nature due to hydrolysis of acetate ion producing OH⁻."
Equilibrium,Hydrolysis,Calculate pH of 0.1 M NH4Cl (Kb = 10⁻⁵).,pH = 7 − ½(pKb + log C),Here pKb = 5 and C = 0.1. Substituting gives pH = 7 − ½(5 − 1) = 7 − 2 = 5. This shows acidic nature due to NH4⁺ hydrolysis.
Equilibrium,Hydrolysis,Calculate pH of NH4CH3COO (Ka = Kb = 10⁻⁵).,pH = 7 + ½(pKa − pKb),"Since pKa = pKb, expression becomes pH = 7. Thus solution is neutral even though both ions hydrolyze."
Equilibrium,Hydrolysis,Calculate degree of hydrolysis for 0.01 M CH3COONa.,h = √(Kh/C),"Using Kh = Kw/Ka = 10⁻¹⁴ / 10⁻⁵ = 10⁻⁹, we get h = √(10⁻⁹ / 10⁻²) = √(10⁻⁷) = 10⁻³⋅⁵. This shows hydrolysis is very small but increases on dilution."
Equilibrium,Hydrolysis,Compare pH of two CH3COONa solutions of different concentrations.,pH = 7 + ½(pKa + log C),"Lower concentration gives smaller log C (more negative), hence pH increases. Thus more dilute solution is more basic."
Equilibrium,Hydrolysis,Predict effect of dilution on hydrolysis.,h = √(Kh/C),"As concentration decreases, denominator decreases, so h increases. Hence hydrolysis is enhanced on dilution."
Equilibrium,Hydrolysis,Predict effect of common ion addition on hydrolysis.,Kh = C h²,"Adding common ion increases C, decreasing h. Thus hydrolysis is suppressed."
Equilibrium,Hydrolysis,Calculate pH when Ka > Kb for salt of weak acid and weak base.,pH = 7 + ½(pKa − pKb),"If pKa > pKb, then (pKa − pKb) is positive, so pH > 7. Hence solution is basic."
Equilibrium,Hydrolysis,Calculate pH when Kb > Ka for salt of weak acid and weak base.,pH = 7 + ½(pKa − pKb),"If pKb < pKa, expression becomes negative, so pH < 7. Thus solution is acidic."
Equilibrium,Hydrolysis,Find pH change when temperature increases.,Kh ↑ → hydrolysis ↑,"As temperature increases, Kh increases, leading to greater hydrolysis and greater deviation from neutral pH."
Equilibrium,Hydrolysis,Compare hydrolysis of salts of strong acid vs weak acid.,Kh = Kw/Ka,"Smaller Ka (weaker acid) leads to larger Kh, hence greater hydrolysis."
Equilibrium,Hydrolysis,Compare hydrolysis of salts of strong base vs weak base.,Kh = Kw/Kb,"Smaller Kb (weaker base) leads to larger Kh, hence greater hydrolysis."
Equilibrium,Hydrolysis,Predict pH when salt concentration is doubled.,pH = 7 + ½(pKa + log C),"Increasing concentration increases log C, so pH decreases slightly. Thus solution becomes less basic."
Equilibrium,Hydrolysis,Calculate pH when two salt solutions are mixed.,pH = 7 + ½(pKa + log C_total),Total concentration is considered and substituted in formula to calculate final pH.
Equilibrium,Hydrolysis,Identify most hydrolyzed salt among given options.,Kh = Kw/Ka or Kw/Kb,Salt with smallest Ka or Kb has largest Kh and hence maximum hydrolysis.
Equilibrium,Hydrolysis,Predict pH when salt is highly diluted.,h ↑ → pH change,"Due to increased hydrolysis, solution becomes more basic or acidic depending on salt type."
Equilibrium,Hydrolysis,Compare pH of NH4Cl and CH3COONa solutions.,pH formulas,"NH4Cl gives pH < 7 (acidic), CH3COONa gives pH > 7 (basic) due to nature of parent acid/base."
Equilibrium,Hydrolysis,Calculate pH of mixture of NH4Cl and CH3COONa.,pH = 7 + ½(pKa − pKb),"Mixture behaves like salt of weak acid and weak base, so pH depends on relative strengths."
Equilibrium,Hydrolysis,Predict behavior when hydrolysis is complete.,h ≈ 1,"If hydrolysis is nearly complete, solution behaves like weak acid/base solution rather than salt."
Equilibrium,Hydrolysis,Explain multi-factor hydrolysis problems.,"Kh, h, pH relations","Such problems require combining Kh, degree of hydrolysis, and pH formulas along with dilution and temperature effects."
Equilibrium,Solubility,What is solubility?,solid ⇌ ions,Solubility is the maximum amount of a solute that can dissolve in a solvent at a given temperature to form a saturated solution.
Equilibrium,Solubility,What is saturated solution?,solid ⇌ solution,A saturated solution contains maximum dissolved solute and is in equilibrium with undissolved solid.
Equilibrium,Solubility,What is unsaturated solution?,solution < saturation,Such a solution contains less solute than maximum possible and can dissolve more solute.
Equilibrium,Solubility,What is supersaturated solution?,solution > saturation,A supersaturated solution contains more solute than equilibrium amount and is unstable.
Equilibrium,Solubility,What is solubility product (Ksp)?,Ksp = [ions]^coefficients,Ksp is equilibrium constant for dissolution of sparingly soluble salt into its ions.
Equilibrium,Solubility,Write Ksp expression for AB ⇌ A+ + B−.,Ksp = [A+][B−],"For 1:1 electrolyte, Ksp is product of concentrations of cation and anion."
Equilibrium,Solubility,Write Ksp expression for AB2 ⇌ A2+ + 2B−.,Ksp = [A2+][B−]^2,Stoichiometric coefficients are used as powers in Ksp expression.
Equilibrium,Solubility,Relation between solubility (S) and Ksp for AB.,Ksp = S²,"For AB, if solubility is S, then [A+] = S and [B−] = S, so Ksp = S²."
Equilibrium,Solubility,Relation between solubility (S) and Ksp for AB2.,Ksp = 4S³,"For AB2, [A2+] = S and [B−] = 2S, so Ksp = S × (2S)² = 4S³."
Equilibrium,Solubility,What is ionic product (Qsp)?,Qsp = [ions]^coefficients,"Qsp is calculated like Ksp but for any given concentration, not necessarily at equilibrium."
Equilibrium,Solubility,Condition for precipitation.,Qsp > Ksp,"If ionic product exceeds solubility product, solution becomes supersaturated and precipitation occurs."
Equilibrium,Solubility,Condition for no precipitation.,Qsp < Ksp,"If ionic product is less than Ksp, solution is unsaturated and no precipitation occurs."
Equilibrium,Solubility,Condition for equilibrium.,Qsp = Ksp,Solution is saturated and equilibrium exists between solid and dissolved ions.
Equilibrium,Solubility,What is common ion effect on solubility?,common ion ↑ → solubility ↓,"Addition of common ion shifts equilibrium toward solid, reducing solubility."
Equilibrium,Solubility,Example of common ion effect.,AgCl ⇌ Ag+ + Cl−,"Adding NaCl increases Cl⁻, reducing solubility of AgCl."
Equilibrium,Solubility,Effect of temperature on solubility.,T ↑ → solubility ↑/↓,Solubility depends on enthalpy of dissolution; increases for endothermic processes.
Equilibrium,Solubility,Why sparingly soluble salts have low Ksp?,Ksp small,"Such salts dissociate very little, so ion concentrations are very low."
Equilibrium,Solubility,Compare solubility using Ksp values.,Ksp ↑ → solubility ↑,Higher Ksp generally indicates greater solubility.
Equilibrium,Solubility,What is molar solubility?,S = mol/L,Molar solubility is amount of solute dissolved per liter of solution.
Equilibrium,Solubility,What is significance of Ksp?,Ksp → solubility measure,"Ksp helps determine solubility, precipitation, and equilibrium conditions of salts."
Equilibrium,Solubility,Derive relation between solubility (S) and Ksp for AB.,Ksp = S²,"For a salt AB ⇌ A⁺ + B⁻, if solubility is S mol/L, then [A⁺] = S and [B⁻] = S. Substituting into Ksp expression gives Ksp = S × S = S². This relation helps calculate solubility directly from Ksp."
Equilibrium,Solubility,Derive relation between solubility (S) and Ksp for AB2.,Ksp = 4S³,"For AB2 ⇌ A²⁺ + 2B⁻, [A²⁺] = S and [B⁻] = 2S. Substituting gives Ksp = S × (2S)² = 4S³. This shows how stoichiometry affects solubility."
Equilibrium,Solubility,Derive relation between solubility (S) and Ksp for A2B3.,Ksp = 108S⁵,"For A2B3 ⇌ 2A³⁺ + 3B²⁻, [A³⁺] = 2S and [B²⁻] = 3S. Thus Ksp = (2S)² × (3S)³ = 4S² × 27S³ = 108S⁵."
Equilibrium,Solubility,Calculate solubility of AB from Ksp.,S = √Ksp,"Using relation Ksp = S², solubility is obtained by taking square root of Ksp."
Equilibrium,Solubility,Calculate solubility of AB2 from Ksp.,S = (Ksp/4)^(1/3),"From Ksp = 4S³, rearranging gives S = (Ksp/4)^(1/3)."
Equilibrium,Solubility,Calculate solubility of A2B3 from Ksp.,S = (Ksp/108)^(1/5),"From Ksp = 108S⁵, rearranging gives solubility expression."
Equilibrium,Solubility,Explain common ion effect on solubility quantitatively.,Ksp = [A⁺][B⁻],"If a common ion is added, its concentration is already significant, so solubility S becomes much smaller to maintain constant Ksp."
Equilibrium,Solubility,Calculate solubility in presence of common ion.,Ksp = (C+S)(S),"If common ion concentration C >> S, then S ≈ Ksp/C. This shows strong reduction in solubility."
Equilibrium,Solubility,Explain Qsp vs Ksp concept.,Qsp = [ions]^coefficients,Qsp is compared with Ksp to predict whether precipitation will occur or not.
Equilibrium,Solubility,Predict precipitation using Qsp and Ksp.,Qsp > Ksp,"If Qsp exceeds Ksp, solution becomes supersaturated and precipitation occurs to restore equilibrium."
Equilibrium,Solubility,Calculate ionic product Qsp for given solution.,Qsp = [A⁺][B⁻],Substitute actual ion concentrations to determine if precipitation will occur.
Equilibrium,Solubility,Explain selective precipitation.,Ksp₁ vs Ksp₂,Salt with lower Ksp precipitates first because it requires lower ion concentration to exceed Ksp.
Equilibrium,Solubility,Compare solubility of salts with same Ksp.,Ksp vs stoichiometry,"Even if Ksp is same, solubility differs depending on stoichiometric coefficients."
Equilibrium,Solubility,Explain effect of pH on solubility.,salt + H⁺ → reaction,Solubility of salts with basic anions increases in acidic medium due to neutralization of anions.
Equilibrium,Solubility,Explain solubility of salts in acidic medium.,A⁻ + H⁺ → HA,"Addition of acid removes anion, shifting equilibrium forward and increasing solubility."
Equilibrium,Solubility,Explain why AgCl is more soluble in NH3.,AgCl + NH3 → complex,"Formation of complex ion reduces free Ag⁺ concentration, increasing solubility."
Equilibrium,Solubility,Explain effect of complex formation on solubility.,metal ion + ligand → complex,"Complex formation reduces free ion concentration, shifting equilibrium toward dissolution."
Equilibrium,Solubility,Explain solubility equilibrium concept.,solid ⇌ ions,Dissolution and precipitation occur simultaneously at equilibrium.
Equilibrium,Solubility,Explain effect of temperature on Ksp.,Ksp varies with T,Ksp depends on temperature as it is equilibrium constant.
Equilibrium,Solubility,Explain significance of Ksp in analysis.,Ksp → precipitation control,Ksp is used to control precipitation in qualitative analysis and separation of ions.
Equilibrium,Solubility,Derive general relation between solubility (S) and Ksp for AxBy.,Ksp = (xS)^x (yS)^y,"For a salt AxBy ⇌ xA^y+ + yB^x−, if molar solubility is S, then [A] = xS and [B] = yS. Substituting into Ksp gives Ksp = (xS)^x (yS)^y = x^x y^y S^(x+y). This general expression helps handle any stoichiometry."
Equilibrium,Solubility,Explain effect of common ion quantitatively with approximation.,Ksp = (C)(S),"When common ion concentration C >> S, the term S can be neglected. Thus solubility becomes inversely proportional to common ion concentration, showing strong suppression."
Equilibrium,Solubility,Derive solubility expression in presence of common ion.,S ≈ Ksp/C,"From Ksp = (C+S)(S), assuming C >> S, we get S ≈ Ksp/C. This simplifies numerical calculations in JEE problems."
Equilibrium,Solubility,Explain solubility in acidic medium using equilibrium shift.,A− + H+ → HA,"Removal of anion shifts equilibrium forward, increasing solubility. This is important for salts of weak acids like carbonates."
Equilibrium,Solubility,Explain solubility in presence of complex ion formation.,Mn+ + ligand ⇌ complex,"Formation of complex reduces free metal ion concentration, shifting equilibrium toward dissolution and increasing solubility significantly."
Equilibrium,Solubility,Derive solubility expression with complex formation.,Ksp × Kf = overall constant,"When both dissolution and complex formation occur, combined equilibrium constant is product of Ksp and formation constant, leading to higher solubility."
Equilibrium,Solubility,Explain solubility equilibrium using thermodynamics.,ΔG = −RT ln Ksp,"Ksp is related to Gibbs free energy. Larger Ksp corresponds to more negative ΔG, meaning dissolution is more favorable."
Equilibrium,Solubility,Explain selective precipitation mathematically.,Qsp vs Ksp,"By controlling ion concentration, one salt reaches Qsp > Ksp earlier and precipitates first, enabling separation."
Equilibrium,Solubility,Explain fractional precipitation concept.,Ksp₁ < Ksp₂,"Salt with lower Ksp precipitates first, but careful control is needed to avoid co-precipitation of other ions."
Equilibrium,Solubility,Explain solubility in non-ideal solutions.,a = γC,"In real systems, activity replaces concentration. Ionic strength affects γ, modifying effective solubility."
Equilibrium,Solubility,Explain effect of ionic strength on solubility.,γ ↓ → solubility ↑,"Increased ionic strength lowers activity coefficient, effectively increasing solubility of sparingly soluble salts."
Equilibrium,Solubility,Explain precipitation condition in mixed solutions.,Qsp = [A][B],"When two solutions are mixed, ion concentrations change. If Qsp exceeds Ksp, precipitation occurs."
Equilibrium,Solubility,Explain simultaneous equilibria in solubility problems.,"Ksp, Ka, Kb combined","Solubility problems may involve multiple equilibria like hydrolysis and complex formation, requiring combined analysis."
Equilibrium,Solubility,Explain solubility product dependence on temperature.,ln Ksp ∝ 1/T,"Since Ksp is equilibrium constant, it varies with temperature depending on enthalpy of dissolution."
Equilibrium,Solubility,Explain solubility of amphoteric hydroxides.,M(OH)n + OH− → complex,Amphoteric hydroxides dissolve in both acidic and basic media due to formation of complexes.
Equilibrium,Solubility,Explain precipitation in presence of competing equilibria.,Ksp vs Kf vs Ka,"Final solubility depends on dominant equilibrium among dissolution, complex formation, and acid-base reactions."
Equilibrium,Solubility,Explain solubility curves concept.,solubility vs T,Solubility varies with temperature and is represented graphically to understand dissolution behavior.
Equilibrium,Solubility,Explain why salts with same Ksp have different solubility.,Ksp = x^x y^y S^(x+y),Stoichiometric coefficients affect solubility even if Ksp values are same.
Equilibrium,Solubility,Explain real-life application of Ksp.,Ksp → water treatment,"Ksp is used in water purification, qualitative analysis, and industrial precipitation processes."
